SquareMeters,NumberOfRooms,HasYard,NumPrevOwners,Attic,HasGuestRoom,category
65427,85,0.0,7.0,5817,8,Basic
52202,5,0.0,4.0,4988,7,Basic
85345,61,1.0,3.0,7949,1,Basic
7472,14,0.0,3.0,9826,10,Basic
60167,16,1.0,3.0,7250,8,Basic
822,31,0.0,9.0,4972,0,Basic
17889,58,1.0,9.0,2305,0,Basic
78122,61,0.0,5.0,1289,7,Basic
39831,51,1.0,7.0,6173,2,Basic
67947,11,0.0,10.0,168,5,Basic
90265,45,0.0,1.0,6002,6,Basic
21522,93,0.0,8.0,4540,4,Basic
79298,57,0.0,3.0,4962,4,Basic
6481,86,1.0,10.0,325,9,Luxury
87204,87,0.0,1.0,8458,4,Basic
19526,16,0.0,2.0,6845,0,Basic
61527,63,0.0,6.0,7911,0,Basic
45370,56,1.0,5.0,5701,9,Basic
38511,71,0.0,3.0,768,3,Basic
54462,3,1.0,5.0,9800,7,Basic
83847,31,0.0,3.0,7600,9,Basic
70213,9,0.0,8.0,9959,2,Basic
22328,37,1.0,6.0,4912,6,Basic
72870,25,1.0,7.0,5684,7,Luxury
34980,16,1.0,8.0,6895,3,Basic
73136,77,1.0,9.0,5017,4,Basic
90087,29,0.0,3.0,3342,8,Basic
16714,61,0.0,6.0,3348,9,Basic
52455,54,0.0,1.0,2747,7,Basic
10817,97,0.0,9.0,2166,7,Basic
95367,11,0.0,10.0,5660,10,Basic
94018,60,1.0,3.0,6752,4,Basic
46976,97,1.0,1.0,9127,3,Basic
34673,52,0.0,4.0,1917,0,Basic
17392,99,0.0,4.0,8037,8,Basic
43359,82,0.0,7.0,5583,10,Basic
43359,82,0.0,7.0,5583,10,Basic
43359,53,0.0,3.0,8847,4,Basic
43359,53,0.0,3.0,8847,4,Basic
32309,58,1.0,9.0,8208,5,Basic
88352,61,1.0,3.0,9164,7,Basic
50878,23,0.0,3.0,7971,3,Basic
60886,15,0.0,7.0,911,2,Basic
63792,73,0.0,3.0,3561,4,Basic
85215,25,0.0,7.0,4215,6,Basic
80998,28,0.0,3.0,8947,0,Basic
29250,3,0.0,5.0,3829,5,Basic
37941,47,0.0,1.0,3290,6,Basic
11242,14,1.0,1.0,6653,3,Basic
91558,18,0.0,1.0,4031,0,Basic
87819,30,0.0,1.0,8808,6,Basic
10035,15,1.0,5.0,8905,6,Basic
57676,66,0.0,7.0,6471,2,Basic
20297,18,0.0,9.0,2533,1,Basic
68006,63,0.0,4.0,6395,7,Basic
48994,59,0.0,9.0,3281,0,Basic
66738,7,1.0,8.0,2284,9,Basic
22855,24,0.0,9.0,6048,2,Basic
21196,34,0.0,8.0,1661,7,Basic
36702,66,1.0,3.0,1996,1,Basic
76612,28,1.0,5.0,8646,7,Basic
22974,86,0.0,10.0,3151,2,Basic
16348,12,0.0,10.0,1893,3,Basic
50109,4,1.0,1.0,2348,4,Luxury
41759,49,0.0,10.0,3413,4,Basic
19572,96,1.0,1.0,4306,2,Basic
712,29,1.0,8.0,5343,5,Basic
88172,3,0.0,7.0,2661,9,Basic
46944,65,1.0,3.0,4690,8,Basic
79649,51,1.0,8.0,7009,2,Basic
27488,63,1.0,4.0,2024,3,Basic
10972,90,1.0,10.0,797,4,Basic
17797,13,0.0,10.0,9280,10,Basic
16252,30,1.0,7.0,6868,5,Basic
71603,39,1.0,1.0,7586,7,Luxury
87022,60,1.0,6.0,5786,4,Basic
62289,32,0.0,8.0,1202,3,Basic
5825,60,1.0,2.0,779,5,Basic
85225,40,1.0,2.0,6461,9,Basic
5820,41,1.0,4.0,9562,9,Basic
90539,14,1.0,3.0,9179,2,Luxury
35233,53,1.0,6.0,1214,0,Basic
98559,33,0.0,2.0,2324,4,Basic
58056,17,0.0,9.0,1440,7,Basic
91207,63,1.0,7.0,467,10,Basic
67923,20,1.0,7.0,8669,10,Basic
12641,28,1.0,9.0,9115,1,Basic
48627,54,1.0,2.0,788,10,Basic
5183,31,0.0,3.0,7715,6,Basic
16631,68,0.0,9.0,3762,10,Basic
18144,19,1.0,5.0,55,4,Basic
10586,27,1.0,10.0,503,3,Luxury
64235,25,1.0,10.0,27,8,Basic
88584,15,1.0,4.0,2319,5,Basic
2310,61,1.0,4.0,1472,0,Basic
55217,65,0.0,7.0,7944,10,Basic
64539,20,0.0,8.0,3346,9,Basic
90947,89,1.0,6.0,1712,1,Basic
68837,41,1.0,9.0,6275,4,Basic
68837,41,1.0,9.0,6275,4,Basic
68837,64,1.0,6.0,8899,4,Basic
68837,64,1.0,6.0,8899,4,Basic
60721,88,0.0,6.0,7257,9,Basic
51459,49,1.0,8.0,5888,4,Basic
12820,41,0.0,8.0,2543,1,Basic
20734,34,0.0,3.0,9170,7,Basic
91988,53,1.0,4.0,2879,7,Basic
40286,85,0.0,2.0,6932,9,Basic
10719,77,0.0,2.0,3133,6,Basic
17783,28,0.0,3.0,766,8,Basic
72065,52,0.0,2.0,9330,2,Basic
58626,55,0.0,3.0,7310,1,Basic
13147,61,1.0,2.0,9798,9,Basic
90304,95,1.0,5.0,6738,5,Basic
80780,98,1.0,8.0,8504,9,Luxury
82301,20,0.0,3.0,9272,6,Basic
78039,10,0.0,9.0,3096,3,Basic
92783,37,0.0,3.0,4678,7,Basic
67134,92,0.0,1.0,2317,8,Basic
27792,11,1.0,6.0,3384,2,Basic
96637,55,0.0,6.0,5934,5,Basic
36877,89,1.0,7.0,8017,0,Basic
88120,13,0.0,5.0,2099,7,Basic
4385,55,1.0,4.0,6409,5,Basic
75903,20,0.0,1.0,7710,7,Basic
1171,86,0.0,3.0,4926,7,Basic
44615,18,0.0,4.0,9655,2,Basic
65543,81,1.0,3.0,8575,3,Basic
17246,95,0.0,9.0,710,0,Basic
7236,30,0.0,10.0,6972,5,Basic
32078,91,0.0,3.0,2720,5,Basic
82184,14,1.0,4.0,5915,2,Basic
6686,43,0.0,2.0,6929,0,Basic
18536,7,0.0,10.0,4973,2,Basic
52683,43,0.0,9.0,6551,10,Basic
32286,69,1.0,5.0,6267,2,Luxury
34796,74,1.0,9.0,9680,6,Basic
26669,69,0.0,5.0,2358,9,Basic
47606,49,0.0,4.0,7516,3,Basic
91435,61,1.0,10.0,9265,8,Basic
889,53,1.0,7.0,236,10,Basic
67511,24,0.0,10.0,4278,4,Basic
52655,82,0.0,4.0,2978,10,Basic
82432,43,0.0,8.0,8625,0,Basic
75680,100,0.0,2.0,3336,2,Basic
28543,26,1.0,7.0,7395,10,Basic
66851,93,1.0,4.0,4423,2,Basic
49031,37,1.0,3.0,704,3,Luxury
71630,5,1.0,4.0,1444,7,Basic
25362,76,0.0,3.0,1188,9,Basic
87412,89,0.0,7.0,4077,6,Basic
41057,22,0.0,3.0,5255,3,Basic
93325,38,1.0,10.0,5398,0,Luxury
40330,49,0.0,4.0,9713,7,Basic
5134,31,1.0,4.0,8414,5,Basic
93443,16,1.0,3.0,3588,5,Basic
55558,74,0.0,8.0,5460,8,Basic
55558,74,0.0,8.0,5460,8,Basic
55558,95,1.0,1.0,8410,0,Basic
55558,95,1.0,1.0,8410,0,Basic
61694,58,0.0,7.0,5219,3,Basic
32713,97,0.0,8.0,8515,1,Basic
9428,45,0.0,10.0,5175,1,Basic
92032,81,1.0,1.0,7554,7,Luxury
28091,77,1.0,8.0,7783,4,Basic
54706,39,1.0,2.0,5880,4,Basic
97429,13,1.0,1.0,9333,6,Basic
7808,72,1.0,9.0,6628,5,Basic
60265,97,1.0,9.0,1675,4,Basic
57850,32,0.0,10.0,3863,10,Basic
72554,16,0.0,5.0,6398,9,Basic
6966,21,0.0,3.0,7160,8,Basic
79957,45,1.0,1.0,9128,6,Basic
3629,4,0.0,3.0,9889,9,Basic
8732,25,0.0,6.0,8862,7,Basic
56514,33,0.0,3.0,3165,1,Basic
20533,93,1.0,9.0,7883,2,Basic
16625,27,0.0,9.0,2358,7,Basic
12313,50,1.0,4.0,816,5,Basic
68052,4,0.0,3.0,6541,8,Basic
35383,92,1.0,10.0,4440,7,Basic
8977,51,0.0,1.0,8870,9,Basic
79356,46,0.0,3.0,904,1,Basic
67639,99,1.0,6.0,1961,3,Basic
21145,70,0.0,9.0,9613,8,Basic
26009,18,1.0,6.0,7143,4,Luxury
68580,4,0.0,8.0,3802,5,Basic
88780,51,1.0,1.0,6238,0,Basic
72114,51,1.0,5.0,7506,4,Basic
89756,47,1.0,6.0,3770,1,Basic
1770,61,1.0,5.0,3072,8,Luxury
20109,91,1.0,5.0,2609,7,Basic
61067,99,1.0,3.0,1255,2,Basic
30690,10,0.0,6.0,4549,5,Basic
12161,11,1.0,8.0,6096,0,Basic
47364,47,1.0,7.0,9106,6,Basic
57066,20,0.0,5.0,5737,3,Basic
97760,89,0.0,1.0,6185,8,Basic
47476,85,1.0,5.0,9268,2,Basic
32176,58,0.0,1.0,1903,5,Basic
98547,17,1.0,8.0,9364,8,Basic
86171,22,0.0,7.0,4101,7,Basic
65711,20,1.0,9.0,2530,9,Basic
73585,89,0.0,3.0,845,4,Basic
26665,68,1.0,9.0,336,10,Basic
69094,22,0.0,8.0,6865,2,Basic
27538,9,1.0,2.0,3698,5,Basic
64922,3,1.0,5.0,7979,4,Luxury
74600,64,0.0,5.0,5061,1,Basic
56595,94,1.0,10.0,2837,5,Basic
18037,91,0.0,7.0,8309,5,Basic
56587,50,0.0,10.0,3876,5,Basic
20105,98,0.0,9.0,4324,4,Basic
46322,61,0.0,5.0,6675,5,Basic
31301,13,1.0,6.0,184,8,Luxury
91952,19,1.0,9.0,1458,2,Luxury
92948,46,0.0,4.0,9824,1,Basic
66812,48,1.0,8.0,7839,3,Basic
76424,37,0.0,7.0,3100,8,Basic
14823,44,0.0,4.0,6429,1,Basic
26682,7,1.0,4.0,1056,8,Basic
12995,92,1.0,7.0,1233,10,Basic
94789,23,0.0,9.0,7185,8,Basic
34703,13,0.0,6.0,4409,3,Basic
9691,20,1.0,8.0,2772,10,Basic
84118,15,0.0,1.0,9776,2,Basic
39272,95,0.0,2.0,7916,3,Basic
51037,100,0.0,1.0,2138,5,Basic
17325,5,1.0,7.0,204,0,Basic
39104,19,1.0,2.0,9465,0,Basic
11247,73,1.0,2.0,3096,1,Basic
87000,62,0.0,5.0,6948,6,Basic
99999,58,0.0,4.0,4199,2,Basic
55888,81,1.0,8.0,2779,6,Basic
75296,30,1.0,1.0,4496,9,Basic
83512,8,1.0,6.0,414,8,Basic
22825,100,1.0,6.0,6328,3,Basic
58287,71,0.0,4.0,98,4,Basic
91441,41,1.0,3.0,8557,0,Luxury
57564,64,0.0,2.0,5878,6,Basic
82280,33,0.0,1.0,4922,7,Basic
62646,36,1.0,2.0,3049,8,Basic
50133,28,1.0,9.0,149,2,Basic
69719,11,1.0,3.0,5732,2,Basic
81840,49,0.0,4.0,8319,6,Basic
7851,22,1.0,7.0,7138,3,Basic
76564,95,0.0,10.0,3823,0,Basic
2095,88,1.0,10.0,1163,6,Basic
13287,84,1.0,10.0,7986,1,Basic
96573,74,1.0,6.0,5450,10,Basic
97898,60,1.0,3.0,8442,2,Basic
18642,62,0.0,8.0,2385,7,Basic
52259,16,0.0,6.0,5398,4,Basic
68362,77,0.0,1.0,2413,1,Basic
66395,22,0.0,6.0,7576,10,Basic
10590,74,0.0,2.0,4445,4,Basic
51271,33,0.0,8.0,4275,5,Basic
91436,7,1.0,8.0,4471,7,Basic
68072,63,0.0,2.0,267,1,Basic
12172,12,0.0,10.0,126,7,Basic
34750,28,0.0,9.0,6110,7,Basic
52832,46,0.0,4.0,2309,10,Basic
87683,53,0.0,3.0,1003,7,Basic
25145,2,1.0,10.0,4290,8,Basic
18426,63,1.0,3.0,524,5,Luxury
9381,96,0.0,5.0,4038,1,Basic
81658,27,0.0,4.0,5193,6,Basic
10028,51,1.0,6.0,3749,8,Basic
76352,55,1.0,2.0,5716,1,Basic
21247,81,1.0,5.0,6437,4,Luxury
84805,15,0.0,7.0,1126,9,Basic
8928,8,0.0,3.0,3981,4,Basic
14762,42,1.0,7.0,5481,1,Luxury
53454,14,0.0,7.0,102,1,Basic
35409,1,1.0,1.0,446,6,Basic
53161,42,1.0,6.0,5035,2,Basic
12760,60,1.0,3.0,1449,3,Basic
42826,38,0.0,2.0,2658,0,Basic
58394,19,1.0,3.0,9841,8,Basic
95143,90,0.0,2.0,4722,1,Basic
46532,19,0.0,8.0,7171,9,Basic
42272,11,0.0,10.0,202,3,Basic
42981,49,0.0,5.0,3219,10,Basic
62384,72,1.0,2.0,2731,1,Basic
81653,13,0.0,2.0,7385,6,Basic
63278,60,1.0,6.0,7882,6,Basic
95307,66,1.0,4.0,3288,9,Basic
72545,96,1.0,6.0,4904,0,Luxury
66777,1,1.0,9.0,6831,9,Basic
61001,41,1.0,7.0,8841,1,Basic
65790,82,1.0,5.0,8340,3,Basic
35948,75,0.0,10.0,8356,6,Basic
54929,86,0.0,7.0,3223,8,Basic
18397,59,0.0,7.0,3118,4,Basic
4623,93,0.0,10.0,7715,10,Basic
58433,54,0.0,9.0,8873,8,Basic
79767,86,1.0,6.0,8544,6,Basic
58036,51,0.0,9.0,9488,2,Basic
6051,77,0.0,7.0,5128,5,Basic
6051,77,0.0,7.0,5128,5,Basic
6051,80,1.0,10.0,9943,5,Basic
6051,80,1.0,10.0,9943,5,Basic
22703,41,0.0,1.0,4694,0,Basic
29319,62,1.0,3.0,4451,7,Basic
53722,26,1.0,1.0,9999,3,Basic
32218,28,1.0,4.0,5525,7,Basic
93288,90,1.0,7.0,2914,4,Basic
30402,63,0.0,9.0,6328,4,Basic
75632,43,1.0,8.0,8777,2,Basic
34592,24,0.0,7.0,3151,6,Basic
34304,54,0.0,2.0,4865,6,Basic
21112,38,0.0,2.0,6288,4,Basic
40266,100,0.0,4.0,8224,8,Basic
93533,27,0.0,5.0,747,7,Basic
78672,59,1.0,6.0,7040,8,Luxury
47833,44,1.0,7.0,9613,0,Basic
22142,11,0.0,8.0,7269,7,Basic
19819,19,0.0,10.0,3912,4,Basic
69967,32,0.0,6.0,3106,4,Basic
28555,76,1.0,9.0,626,0,Basic
25881,89,1.0,9.0,9613,4,Basic
81624,8,1.0,1.0,9394,3,Luxury
73943,29,1.0,10.0,8991,8,Luxury
78101,17,0.0,1.0,6775,10,Basic
22162,14,0.0,10.0,8854,9,Basic
72836,27,1.0,8.0,2364,1,Basic
56614,98,0.0,1.0,6556,4,Basic
838,30,1.0,2.0,3336,6,Luxury
25946,84,1.0,9.0,6908,0,Basic
17250,50,0.0,3.0,8648,10,Basic
19387,17,0.0,4.0,860,6,Basic
36503,87,1.0,10.0,8926,2,Luxury
61752,62,0.0,2.0,7131,5,Basic
25136,98,1.0,7.0,4429,1,Basic
95989,44,1.0,5.0,5786,6,Luxury
27665,29,1.0,10.0,4075,9,Luxury
79169,22,0.0,4.0,5828,4,Basic
69642,45,1.0,9.0,8521,3,Luxury
28727,45,0.0,6.0,4545,0,Basic
88940,18,1.0,1.0,4043,6,Basic
82978,41,0.0,1.0,1471,3,Basic
22374,13,1.0,5.0,10,5,Basic
7169,65,1.0,1.0,7376,4,Basic
91380,23,0.0,8.0,716,2,Basic
20799,10,1.0,8.0,815,6,Basic
28446,94,1.0,4.0,8820,6,Luxury
81618,87,0.0,5.0,424,9,Basic
44513,63,0.0,7.0,9016,5,Basic
66436,19,0.0,3.0,9029,5,Basic
55482,87,1.0,9.0,71,2,Basic
23376,9,1.0,9.0,1489,4,Basic
48380,73,0.0,7.0,5683,9,Basic
38765,16,0.0,2.0,8440,10,Basic
2484,43,0.0,7.0,9690,8,Basic
5624,35,1.0,8.0,2685,6,Basic
71541,71,1.0,3.0,4053,6,Luxury
6948,10,0.0,7.0,4076,0,Basic
16284,39,1.0,5.0,401,8,Luxury
60261,37,0.0,3.0,3655,3,Basic
92304,75,1.0,9.0,5931,5,Basic
32071,15,1.0,5.0,2468,1,Basic
76454,17,0.0,1.0,1535,1,Basic
70210,48,1.0,9.0,8411,1,Basic
75584,77,1.0,6.0,6093,1,Basic
41669,18,1.0,5.0,6702,6,Luxury
8940,86,1.0,3.0,7611,9,Basic
79628,60,1.0,3.0,7957,6,Basic
52979,82,0.0,9.0,7538,5,Basic
75414,82,1.0,3.0,5552,1,Basic
91515,23,1.0,5.0,4920,2,Luxury
68767,13,0.0,8.0,2368,3,Basic
90111,94,1.0,4.0,3328,5,Basic
1967,87,1.0,10.0,4154,2,Basic
21843,66,0.0,2.0,3477,5,Basic
45049,30,1.0,10.0,2739,9,Luxury
53956,78,0.0,5.0,2792,9,Basic
3343,76,1.0,6.0,2608,0,Basic
25942,86,1.0,2.0,105,5,Basic
51171,95,0.0,5.0,8232,9,Basic
82629,5,0.0,8.0,1424,9,Basic
78721,23,0.0,6.0,5302,9,Basic
82900,3,0.0,7.0,1681,8,Basic
79399,21,1.0,10.0,207,0,Basic
87078,8,1.0,10.0,8335,1,Basic
65246,19,1.0,5.0,1051,10,Luxury
48271,40,0.0,4.0,8367,4,Basic
61311,30,1.0,8.0,7751,2,Luxury
742,28,1.0,6.0,8299,1,Basic
55164,10,1.0,1.0,2310,3,Luxury
37448,47,1.0,1.0,2779,5,Luxury
34208,43,1.0,1.0,1404,0,Basic
21442,42,0.0,6.0,1161,3,Basic
69290,23,0.0,3.0,7133,8,Basic
15299,91,1.0,2.0,6271,0,Basic
30203,5,0.0,1.0,1571,3,Basic
74069,53,1.0,7.0,9018,3,Basic
780,18,0.0,9.0,3544,9,Basic
85060,55,0.0,9.0,3752,2,Basic
47143,7,1.0,5.0,4147,7,Basic
40194,32,0.0,10.0,9140,2,Basic
74411,98,1.0,4.0,2267,3,Basic
3527,47,1.0,1.0,8261,4,Basic
85185,23,0.0,1.0,6650,2,Basic
68772,98,0.0,5.0,982,9,Basic
6281,33,1.0,1.0,1934,0,Basic
8319,78,0.0,10.0,8748,4,Basic
39572,79,0.0,6.0,1796,7,Basic
61787,96,0.0,6.0,9345,0,Basic
71117,31,1.0,7.0,646,1,Basic
42903,96,1.0,4.0,4380,3,Luxury
42903,96,1.0,4.0,4380,3,Basic
42903,3,0.0,5.0,2408,6,Luxury
42903,3,0.0,5.0,2408,6,Basic
68847,70,0.0,6.0,7303,9,Basic
55035,98,1.0,10.0,2080,4,Basic
76485,57,1.0,1.0,7262,2,Basic
27521,39,0.0,9.0,8729,1,Basic
63072,55,0.0,2.0,3578,5,Basic
60454,96,1.0,5.0,1163,9,Basic
43204,15,1.0,5.0,9962,4,Basic
70279,14,0.0,7.0,9378,3,Basic
99303,44,1.0,10.0,9881,7,Basic
52952,8,1.0,6.0,4082,7,Luxury
40139,95,0.0,3.0,8244,9,Basic
26960,63,1.0,2.0,8929,2,Luxury
21726,10,0.0,5.0,1819,9,Basic
18098,25,1.0,4.0,2796,2,Basic
23519,20,1.0,4.0,4872,8,Basic
50949,50,1.0,6.0,4628,10,Basic
80834,22,0.0,5.0,469,7,Basic
77743,40,1.0,7.0,9853,3,Basic
97124,78,1.0,8.0,8971,8,Basic
80459,43,1.0,7.0,2388,4,Basic
59237,54,1.0,3.0,3941,6,Basic
43579,14,1.0,4.0,6335,5,Basic
10484,38,0.0,10.0,1255,7,Basic
19907,31,0.0,7.0,5155,7,Basic
68643,71,1.0,1.0,5541,9,Basic
67457,7,1.0,2.0,8922,1,Basic
44593,83,0.0,10.0,7934,3,Basic
56339,100,1.0,10.0,3911,8,Basic
74817,9,1.0,8.0,507,7,Basic
51109,17,0.0,6.0,1500,1,Basic
63601,24,1.0,2.0,8813,5,Basic
72926,35,0.0,10.0,4407,7,Basic
1562,85,1.0,6.0,2562,9,Basic
2536,88,1.0,5.0,4785,0,Basic
44175,43,0.0,9.0,5162,5,Basic
4069,39,0.0,5.0,2891,2,Basic
73082,54,1.0,9.0,1004,10,Basic
37718,79,0.0,10.0,378,9,Basic
47386,36,0.0,8.0,4076,0,Basic
33871,85,0.0,6.0,9597,4,Basic
45406,53,1.0,9.0,4165,6,Basic
66434,80,0.0,8.0,24,0,Basic
23684,95,0.0,10.0,9147,8,Basic
47177,80,1.0,4.0,4021,10,Basic
61661,10,0.0,10.0,6115,2,Basic
449,31,0.0,2.0,2141,10,Basic
66648,48,0.0,10.0,4710,0,Basic
48757,41,0.0,4.0,9892,0,Basic
23558,42,0.0,2.0,8483,2,Basic
23558,42,0.0,2.0,8483,2,Basic
23558,26,1.0,3.0,2775,1,Basic
23558,26,1.0,3.0,2775,1,Basic
56223,42,1.0,5.0,5755,10,Basic
14137,68,1.0,7.0,3294,6,Basic
59386,85,0.0,4.0,2771,5,Basic
34826,55,1.0,2.0,3875,1,Basic
12785,91,0.0,8.0,7805,3,Basic
72587,98,1.0,5.0,1497,7,Luxury
69804,90,1.0,2.0,5943,8,Basic
63915,11,0.0,6.0,5364,1,Basic
63915,11,0.0,6.0,5364,1,Basic
63915,68,0.0,4.0,9525,4,Basic
63915,68,0.0,4.0,9525,4,Basic
24415,76,0.0,9.0,3810,10,Basic
91007,49,0.0,7.0,9519,7,Basic
24023,47,1.0,6.0,9299,9,Basic
66716,22,1.0,10.0,1296,8,Basic
44653,35,0.0,1.0,6088,2,Basic
91013,1,0.0,9.0,4404,4,Basic
14725,14,1.0,4.0,1487,0,Basic
61115,48,0.0,10.0,5435,8,Basic
90925,25,0.0,3.0,9187,5,Basic
54717,52,1.0,6.0,6539,7,Basic
53708,81,1.0,4.0,3050,1,Basic
55413,32,1.0,5.0,8293,2,Luxury
65844,13,0.0,2.0,8359,7,Basic
28613,95,0.0,6.0,4340,6,Basic
99458,94,1.0,1.0,3825,4,Basic
69399,77,0.0,6.0,8699,8,Basic
51237,92,1.0,9.0,5658,7,Luxury
29276,42,0.0,2.0,4185,9,Basic
50938,33,1.0,5.0,1660,6,Luxury
39614,97,0.0,8.0,3143,9,Basic
5758,77,1.0,8.0,9537,9,Basic
5758,77,1.0,8.0,9537,9,Basic
5758,88,1.0,2.0,4869,2,Basic
5758,88,1.0,2.0,4869,2,Basic
60562,10,0.0,5.0,2203,5,Basic
28048,63,0.0,1.0,1221,3,Basic
92649,28,1.0,4.0,6269,0,Basic
16354,4,1.0,3.0,5097,5,Luxury
50418,43,0.0,7.0,2791,7,Basic
20075,25,0.0,3.0,13,1,Basic
54729,30,1.0,2.0,5709,6,Basic
34767,13,0.0,1.0,8974,9,Basic
31388,17,1.0,1.0,3077,1,Basic
37134,83,1.0,1.0,6439,2,Luxury
14011,99,0.0,2.0,4732,1,Basic
87589,54,0.0,2.0,4887,0,Basic
40993,16,0.0,8.0,10000,7,Basic
92811,3,0.0,5.0,3673,0,Basic
26867,6,0.0,10.0,20,0,Basic
49170,96,0.0,3.0,1906,5,Basic
77081,67,0.0,5.0,3294,1,Basic
66959,87,1.0,8.0,1460,9,Basic
82458,93,0.0,9.0,3909,7,Basic
85615,68,1.0,3.0,3381,8,Basic
61803,22,1.0,2.0,9450,1,Basic
93190,51,0.0,5.0,7651,7,Basic
79240,53,1.0,3.0,8062,4,Basic
86184,99,1.0,4.0,6288,1,Luxury
86184,99,1.0,4.0,6288,1,Basic
86184,38,1.0,5.0,1960,5,Luxury
86184,38,1.0,5.0,1960,5,Basic
57097,65,0.0,7.0,3113,2,Basic
683,91,1.0,3.0,2986,10,Basic
22255,70,1.0,3.0,1138,8,Basic
43586,12,1.0,6.0,8376,7,Basic
55472,44,0.0,6.0,6960,0,Basic
58253,15,1.0,1.0,358,0,Basic
46308,73,0.0,5.0,3246,4,Basic
65961,29,0.0,10.0,7680,1,Basic
77262,19,0.0,5.0,8829,7,Basic
48399,78,0.0,2.0,2547,6,Basic
75402,59,0.0,10.0,7959,8,Basic
54750,10,0.0,4.0,8395,0,Basic
25968,74,1.0,5.0,2803,10,Basic
28993,96,1.0,6.0,1785,10,Basic
28605,2,0.0,6.0,1800,1,Basic
68184,64,0.0,4.0,125,10,Basic
98283,41,0.0,9.0,1515,4,Basic
95238,100,1.0,9.0,8203,1,Basic
67519,85,0.0,10.0,8584,0,Basic
33608,38,1.0,2.0,379,10,Basic
22851,5,0.0,10.0,500,6,Basic
69165,16,1.0,5.0,8210,5,Basic
15321,53,0.0,4.0,2827,1,Basic
74477,22,1.0,8.0,9970,6,Luxury
17668,50,1.0,9.0,8035,9,Basic
19794,27,1.0,5.0,2848,10,Luxury
21294,54,1.0,7.0,3487,8,Luxury
21294,54,1.0,7.0,3487,8,Basic
21294,65,0.0,3.0,1596,10,Luxury
21294,65,0.0,3.0,1596,10,Basic
56753,6,0.0,6.0,9980,7,Basic
35753,5,1.0,10.0,4870,6,Basic
14118,59,1.0,5.0,7674,10,Basic
39307,19,0.0,3.0,376,2,Basic
21477,49,0.0,8.0,1764,2,Basic
52264,50,1.0,6.0,4498,10,Luxury
61350,4,1.0,2.0,5348,10,Basic
71993,95,1.0,4.0,6969,3,Basic
60450,32,1.0,9.0,9696,4,Basic
42791,21,0.0,5.0,1860,5,Basic
9289,50,0.0,6.0,950,1,Basic
84888,51,0.0,2.0,9199,0,Basic
45867,84,1.0,6.0,4568,5,Basic
72100,93,1.0,1.0,4552,4,Luxury
13381,45,0.0,8.0,9485,0,Basic
27690,26,0.0,9.0,9134,4,Basic
18149,46,1.0,4.0,6671,8,Luxury
85154,10,1.0,6.0,8254,5,Basic
10851,17,0.0,4.0,6963,5,Basic
19214,90,0.0,8.0,1119,9,Basic
93450,23,1.0,9.0,7882,8,Basic
25051,36,0.0,5.0,5497,1,Basic
54300,96,1.0,10.0,6595,4,Basic
22241,59,0.0,3.0,1501,3,Basic
26853,57,0.0,9.0,4790,6,Basic
42360,13,0.0,6.0,7646,6,Basic
50710,94,0.0,4.0,7271,2,Basic
7512,27,1.0,4.0,535,7,Luxury
28956,3,0.0,6.0,8777,8,Basic
71001,74,0.0,6.0,8198,4,Basic
96364,31,1.0,10.0,8226,4,Basic
74315,47,1.0,7.0,2183,8,Basic
4487,62,1.0,10.0,2097,4,Basic
75066,25,1.0,6.0,9494,0,Basic
81374,87,1.0,4.0,4844,7,Luxury
24686,87,1.0,8.0,2626,1,Basic
81548,51,1.0,3.0,906,2,Basic
83789,40,0.0,10.0,5017,6,Basic
82407,75,0.0,6.0,3929,1,Basic
15763,38,0.0,7.0,3410,8,Basic
56191,30,0.0,5.0,4869,2,Basic
93324,100,1.0,4.0,4439,10,Basic
75039,5,1.0,8.0,4767,2,Basic
24270,73,0.0,9.0,973,0,Basic
19277,85,1.0,2.0,5420,1,Luxury
48799,55,1.0,9.0,7698,4,Basic
21217,20,0.0,3.0,8193,9,Basic
90679,5,0.0,9.0,1281,0,Basic
75873,6,0.0,3.0,5930,10,Basic
58091,46,1.0,4.0,7813,3,Basic
89396,86,0.0,5.0,4944,4,Basic
87867,25,0.0,10.0,5558,3,Basic
62655,32,0.0,6.0,2676,9,Basic
55840,85,1.0,6.0,9483,6,Basic
55840,85,1.0,6.0,9483,6,Basic
55840,89,0.0,6.0,3519,2,Basic
55840,89,0.0,6.0,3519,2,Basic
28720,60,1.0,9.0,4246,10,Basic
79783,4,0.0,1.0,6411,7,Basic
68260,89,0.0,10.0,3918,6,Basic
4113,64,1.0,5.0,9588,4,Basic
29556,91,1.0,4.0,5380,2,Luxury
90300,66,1.0,1.0,3686,5,Basic
80439,77,0.0,7.0,6006,2,Basic
89245,86,1.0,9.0,9750,2,Basic
42540,68,1.0,10.0,6433,2,Basic
2978,3,1.0,7.0,6660,5,Luxury
43038,18,1.0,6.0,8196,1,Basic
65201,87,0.0,10.0,2272,9,Basic
16200,79,0.0,6.0,7426,7,Basic
24095,45,0.0,3.0,7544,1,Basic
10503,94,0.0,3.0,7622,2,Basic
90338,17,1.0,8.0,5985,5,Basic
58402,85,1.0,8.0,6935,3,Basic
7431,62,1.0,9.0,7392,4,Basic
55047,22,1.0,1.0,3717,3,Basic
78897,58,0.0,5.0,5637,0,Basic
