squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom
43140,6,1,1,53,,5,,1992,1,3056,6995,743,0,6
63717,7,0,0,89,,10,,2011,0,4419,2071,221,0,8
40310,75,1,1,52,,5,,2006,1,1295,9714,654,1,4
8904,96,1,1,37,,5,,2016,0,173,6306,120,0,8
90633,92,1,1,81,,6,,2006,0,650,998,206,0,7
6570,63,1,0,81,,4,,2018,0,5696,7493,894,1,1
3011,48,1,0,42,,5,,2020,1,7963,2257,185,0,0
16251,54,1,0,71,,3,,2000,1,260,6657,945,1,0
72165,56,0,0,22,,8,,2004,0,9444,8701,975,1,0
2005,45,0,1,67,,9,1,1997,1,8149,7896,600,1,5
18240,36,0,0,98,,4,9,2018,1,7451,832,311,0,1
16006,69,1,0,44,,5,6,2005,1,3094,8477,242,1,0
22333,6,1,1,34,,3,4,2002,0,3017,9775,868,0,8
89742,27,0,0,29,,3,2,2007,1,6349,8567,640,1,4
10966,47,0,1,10,,5,5,1997,1,7420,3032,439,1,2
47148,37,0,1,78,,7,6,2013,1,2426,1132,662,1,1
93622,85,0,0,13,,9,6,2012,1,6525,5933,111,0,6
44854,18,1,0,79,,2,7,1997,1,5217,4224,385,0,2
92684,4,1,1,64,,8,5,2013,1,5647,9585,419,0,9
38964,47,0,1,56,,8,5,2021,1,2594,7971,494,1,4
90703,61,0,1,15,,9,5,2002,0,96,2565,192,1,7
81247,42,0,1,14,,5,10,2002,1,3176,767,377,1,2
42655,30,0,0,93,,5,8,1994,1,7108,9700,198,1,5
19602,44,1,0,89,,4,4,1995,0,7095,4856,509,0,0
54706,87,1,0,18,,10,7,2011,0,7260,4042,585,1,5
74133,92,1,0,92,,1,7,1991,0,7539,1538,250,0,6
32165,44,0,0,80,,9,9,2018,0,9861,8249,592,0,1
15262,49,0,1,72,,2,7,2005,1,6000,293,884,0,1
34819,71,0,1,85,,1,8,1990,1,134,6133,773,0,4
93896,35,1,1,80,,5,3,2004,1,6885,7016,301,0,9
62414,19,0,0,77,,8,4,1997,1,1717,3023,492,1,6
70873,10,0,0,38,,5,5,1997,1,5238,5274,560,0,5
371,29,1,0,96,,9,2,2008,0,2383,6053,642,1,8
16326,61,0,1,23,,10,1,2020,1,7780,473,320,1,8
33628,100,0,0,43,,10,9,2014,1,9961,9248,166,0,10
41845,32,1,0,61,,2,6,1992,0,5440,2716,407,0,1
26814,16,1,1,69,,7,6,2020,1,8582,1132,969,1,9
68974,59,0,1,52,,7,8,2005,0,9349,5402,765,0,1
16873,88,1,0,61,,4,7,2000,0,1738,6185,792,0,7
38513,7,1,0,8,,6,3,2013,0,4811,3568,399,0,2
82959,13,0,0,20,,9,1,2011,0,7319,1800,348,0,8
14029,72,1,0,12,,3,5,2010,0,7523,6660,110,0,9
97985,66,0,1,49,,1,3,2020,0,2461,2372,584,1,7
4332,31,1,1,23,,10,7,2018,0,9996,1246,965,0,6
74436,29,1,0,37,,1,1,1992,0,9611,3817,249,0,7
79572,45,0,0,7,,3,1,2005,0,229,8987,135,0,4
7038,24,1,1,41,,2,1,2019,0,2452,3280,877,0,2
58869,32,1,1,59,,7,10,1994,0,7058,273,850,1,1
15967,75,1,0,89,,9,9,2000,1,7274,2052,863,1,1
28792,30,0,1,83,,5,2,2009,0,8758,7408,206,1,8
74037,27,1,0,94,,2,3,2010,1,4204,2257,916,1,7
49104,3,0,0,39,,5,5,1994,0,1091,9708,166,0,6
10250,7,0,0,1,,7,8,2014,1,9105,6518,259,1,0
89708,27,1,0,72,,3,10,2013,1,2592,6674,456,1,8
74885,84,1,1,48,,7,1,2013,0,8924,3352,918,1,1
52887,86,0,1,30,,2,6,1996,1,840,5208,668,1,4
17615,13,0,1,88,,8,6,2008,0,7569,584,687,1,5
10588,61,0,1,78,,8,1,2015,1,2711,4822,200,1,6
72085,57,1,0,30,,10,6,2001,0,7492,7385,984,0,8
48092,61,1,1,54,,2,7,2009,1,2646,2546,464,1,3
44815,79,1,1,29,,2,5,1997,1,7217,6638,594,1,3
94702,96,1,1,57,,4,5,1999,1,1510,3095,787,0,1
19575,100,1,1,67,,5,9,2009,1,7143,4396,662,1,7
78934,44,0,0,22,,4,3,1996,0,6556,7690,870,0,3
99108,20,0,0,63,,9,1,2001,0,9253,7025,786,0,0
38522,4,1,0,63,,10,2,1990,0,6735,1244,783,0,6
10271,43,0,0,22,,7,2,2018,0,8561,1499,346,0,4
605,12,1,0,35,,6,9,2012,1,6370,6024,242,1,1
83698,44,1,0,13,,3,9,1999,0,600,4130,489,0,1
8976,38,0,0,48,,8,4,2007,1,1776,134,241,1,0
71298,98,0,0,29,,8,5,1998,0,2964,4917,457,0,5
76974,9,0,0,48,,7,4,2014,0,8753,4889,400,1,10
96395,51,0,1,70,,1,4,2016,1,7673,136,594,1,3
20906,36,0,0,18,,4,6,2004,1,2584,4383,505,0,2
42619,81,0,0,7,,5,9,2005,1,5800,728,645,0,8
19782,60,1,0,92,,6,10,2000,1,3582,345,518,1,5
1454,32,0,0,52,,1,3,2006,1,3303,5078,977,0,5
63066,53,1,0,27,,2,2,2003,1,587,7987,608,1,7
43912,67,0,0,88,,10,7,1990,1,9333,843,944,0,3
3121,46,1,0,85,,9,1,2017,1,546,5839,784,0,10
22810,20,0,0,77,,2,6,2004,0,1289,1965,822,1,6
1666,39,0,1,4,,2,4,2015,0,9685,2108,659,1,5
32490,11,0,0,32,,5,4,2006,1,1862,8253,924,1,10
19461,78,1,0,10,,5,1,2021,0,9375,770,204,0,6
38375,95,1,0,21,,2,5,2002,0,1686,2564,168,0,7
86008,47,0,0,82,,5,8,2015,1,8989,9728,169,1,1
2622,98,0,1,84,,8,9,2018,0,5216,1613,829,0,1
79445,43,0,1,51,,6,8,1990,0,414,7680,381,0,6
67370,51,1,0,28,,7,3,2020,1,5096,2398,331,0,7
68590,39,0,1,82,,7,1,2012,0,3966,8173,538,0,1
58980,67,1,1,82,,2,1,2004,0,4627,6059,452,1,8
12389,70,1,1,48,,4,2,2018,0,6033,807,161,1,4
90151,73,1,1,79,,3,3,2012,1,1784,9088,682,1,9
37846,76,0,1,54,,10,7,1991,1,934,7934,558,1,4
93187,66,1,0,9,,10,4,2016,1,7207,9487,840,1,1
66592,21,1,0,92,,6,7,1996,0,484,5922,992,1,5
11644,19,1,0,50,,5,8,2008,0,2899,7926,625,1,8
42167,74,1,0,80,,7,3,2009,1,1456,7125,923,1,10
30458,50,0,1,43,,9,10,1994,0,2413,2580,821,0,9
235,86,0,0,68,,8,6,2005,0,6355,5668,743,0,3
23892,26,0,0,14,,7,5,2012,0,8271,5158,330,0,0
15621,24,1,0,29,,5,5,2004,0,3343,8495,865,1,7
22716,61,0,0,36,,7,3,2013,0,2979,2291,998,1,10
82859,100,1,0,12,,5,10,1998,1,6484,652,153,0,0
73838,68,1,1,63,,6,9,2009,1,2945,4176,899,1,2
15064,44,1,1,1,,9,4,2001,1,7518,4708,738,0,8
2848,82,1,1,70,,2,3,2005,0,9307,2042,900,0,1
94867,65,0,1,53,,7,9,1999,1,8112,823,114,1,9
62037,58,0,1,72,,10,5,1992,1,5891,5957,638,1,2
96906,47,0,1,35,,9,10,2020,1,7788,773,612,1,0
92877,43,0,0,94,,5,4,2006,0,4652,4145,873,1,0
88652,76,1,0,36,,9,2,2008,1,2119,9567,713,0,3
89178,74,0,0,89,,9,8,1997,1,4196,5919,530,0,6
30863,78,0,1,34,,6,9,2015,0,4411,2968,273,1,9
98755,18,0,1,12,,4,2,2014,1,578,1471,273,0,8
34195,71,1,1,79,,7,6,2005,0,4813,357,398,0,0
4537,5,0,0,48,,6,2,2016,0,8239,4592,620,0,0
73177,38,1,0,5,,4,6,2011,1,695,5899,819,1,4
13969,15,0,0,23,,4,6,2013,0,9527,1310,962,0,10
62460,43,0,0,96,,7,6,2003,0,9938,1280,360,0,5
24104,53,1,0,28,,1,1,2008,0,560,305,697,0,3
25892,8,0,0,99,,8,4,2020,0,5495,8674,739,1,0
299,38,1,0,37,,10,4,2021,1,2024,8877,582,1,2
15944,83,1,1,32,,8,9,1993,0,6678,5275,709,0,0
90045,95,0,0,77,,2,3,2008,0,8151,3345,501,0,6
37754,65,1,0,66,,6,7,2016,0,5934,286,942,0,9
46195,68,0,1,99,,3,5,1997,1,6354,2252,735,1,9
91114,71,0,1,54,,1,2,1990,1,6172,463,271,0,4
82651,100,1,1,29,,2,3,1990,1,6561,3307,707,0,4
47353,22,1,1,15,,7,8,2011,0,2268,1330,977,0,6
25018,100,0,1,40,,10,10,2007,0,8163,201,814,1,1
10288,94,0,1,44,,4,9,2016,1,5733,9399,264,0,7
57085,32,1,1,26,,2,2,2004,0,8033,8013,983,0,9
62281,87,1,1,70,,9,8,2010,1,1665,8292,863,1,1
75549,77,0,0,70,,3,7,2005,0,6519,9792,859,0,4
11580,59,1,0,75,,7,4,1999,1,8762,1964,991,1,6
45229,94,0,1,66,,3,10,2004,1,5560,2896,497,0,5
44565,78,1,0,40,,2,8,2005,1,8312,1745,685,1,10
1782,64,0,1,33,,6,7,1998,1,4996,9775,839,0,2
97593,62,0,0,24,,5,5,1995,1,5893,7623,871,0,9
37567,65,0,1,62,,8,4,2010,1,2062,5631,286,1,8
91992,40,0,1,45,,2,7,2015,1,2030,9555,209,1,1
92016,58,1,0,72,,2,5,2008,0,2885,5743,616,1,10
47027,64,0,0,50,,2,6,2017,1,5716,3255,334,1,4
35562,80,0,1,58,,3,6,2001,0,6235,5507,800,1,7
68162,64,0,1,98,,2,7,2020,1,5490,7534,292,0,3
30830,70,1,1,49,,8,1,2000,0,6207,8573,745,0,5
77776,68,0,0,7,,4,6,2010,0,5333,8925,186,1,3
53818,53,0,0,44,,8,10,1999,0,1743,8920,416,0,0
73917,74,1,0,91,,1,10,1990,0,9524,9361,816,1,3
92675,5,1,1,9,,4,2,2017,0,9383,2773,664,1,8
70159,46,0,1,74,,5,10,2019,0,6333,3326,985,0,6
74810,19,1,0,97,,10,6,2017,1,6040,2747,150,1,3
63891,41,1,1,24,,10,2,2020,0,7812,7428,171,1,4
10601,59,0,1,7,,1,7,2021,0,6574,836,892,1,0
85375,3,0,0,32,,9,6,2014,1,680,2046,634,1,4
2559,59,1,0,51,,5,6,2017,0,6182,5053,895,0,1
18101,6,1,1,97,,10,4,1992,1,8163,6252,377,0,2
44429,27,0,0,58,,5,1,2016,0,3623,9418,196,1,4
87780,36,1,1,33,,1,1,1999,1,1723,6776,217,1,0
42277,28,1,1,57,,3,4,2020,0,8953,7642,262,0,5
14447,69,1,0,94,,3,9,1991,1,7976,8465,850,0,4
33205,94,1,0,68,,5,6,2000,0,9328,1438,338,1,5
52132,91,0,0,65,,2,10,1999,0,5211,4362,105,1,2
39549,62,1,0,7,,1,8,1992,1,3947,8127,533,1,7
60514,20,0,1,14,,9,9,1992,1,5690,8536,114,0,3
93499,24,1,1,41,,3,8,2006,0,3038,5256,253,0,3
50241,82,1,0,57,,1,6,2001,1,4696,959,497,0,0
28915,37,1,0,35,,10,9,2014,0,4680,1402,336,0,4
46790,82,0,0,18,,9,5,2013,0,6605,7414,275,1,2
98780,21,1,1,53,,4,3,1990,1,1210,1104,700,1,4
58362,9,1,1,23,,10,9,2015,0,2303,2556,486,0,1
11928,67,0,0,61,,3,6,2015,1,733,1003,516,1,10
41840,78,0,0,60,,8,6,2011,0,7675,4072,882,1,3
27538,94,1,0,82,,8,4,2019,0,3849,9384,496,1,4
44438,96,1,0,93,,9,4,2014,1,6716,7562,918,0,9
12373,18,1,0,59,,6,1,1994,1,3868,3618,823,0,9
3206,100,1,0,72,,1,7,1990,0,8185,9120,343,1,8
14993,24,0,0,80,,5,6,2020,1,5003,5715,765,0,5
72945,13,0,1,75,,5,10,2003,1,7783,9907,678,0,2
74810,65,0,1,94,,5,3,2013,0,417,9933,299,1,9
1300,95,1,0,71,,4,7,2009,1,5233,6844,988,0,9
11303,72,1,1,62,,1,2,2011,1,6126,7561,179,1,6
67724,80,1,0,81,,2,6,1995,1,921,1932,128,0,2
34195,65,1,1,95,,8,5,1992,1,8370,52,128,0,6
57806,49,1,1,47,,6,1,2001,1,1667,5564,431,0,1
57722,21,1,1,69,,9,10,2020,1,5689,9188,518,1,0
62094,94,0,0,92,,6,1,2010,0,2454,3340,221,0,8
99148,67,1,0,55,,9,6,2021,0,2803,2700,137,1,1
89512,86,0,1,87,,5,9,2001,1,6147,2150,131,1,0
57210,10,1,0,49,,10,2,2000,1,4533,5822,710,1,8
46336,1,1,1,3,,8,6,2009,1,2133,152,799,1,3
56145,35,1,1,37,,7,7,2006,0,9251,5411,717,1,10
13494,3,1,0,88,,10,9,1991,0,927,702,879,1,4
79002,20,0,0,11,,2,3,1991,0,5981,5613,745,0,10
58208,13,1,1,90,,4,2,2020,0,8172,9188,745,1,3
71474,84,1,0,35,,5,8,2018,0,4363,549,442,1,8
98209,43,1,0,67,,2,8,2012,1,4714,8447,768,1,3
41226,87,0,0,22,,9,4,1995,1,2851,3963,681,1,4
35122,73,0,0,43,,4,4,2001,0,2087,2590,112,0,2
52220,22,1,0,19,,6,5,1994,1,7794,3913,217,1,6
95063,89,0,1,32,,1,6,1991,1,1284,2651,983,1,3
73782,92,0,0,66,,8,7,1996,1,5708,9741,516,1,8
16368,99,1,1,85,,8,10,2007,1,5726,8799,637,1,1
84286,78,1,0,94,,9,5,2001,1,9154,2452,561,1,7
47039,34,0,1,47,,1,3,1990,1,8169,3695,662,1,3
77726,23,0,0,1,,10,4,2003,0,5497,5984,885,1,6
3912,73,1,0,12,,4,7,2011,1,8631,8798,569,0,9
93746,13,0,0,13,,6,6,2003,0,5804,668,152,1,10
44304,3,0,1,6,,8,10,1992,1,5065,9117,218,0,10
27400,25,1,0,31,,1,4,1992,1,7569,3636,631,0,2
53056,97,0,0,71,,10,6,2005,1,5748,3062,255,1,3
80691,51,0,0,13,,10,5,2005,1,2967,6794,794,0,7
57337,55,1,1,97,,1,6,1992,0,4797,2014,438,0,3
64732,82,0,1,47,,10,2,1995,1,274,720,947,1,6
13037,49,1,1,66,,9,4,1995,1,9563,32,605,0,7
48520,25,0,1,95,,9,10,2001,1,2351,7039,105,0,4
74788,45,1,1,3,,4,10,2009,1,4433,8411,773,1,9
85208,55,0,1,75,,6,9,1998,0,1560,4291,373,0,9
33643,64,1,1,55,,2,5,1994,1,9846,8414,173,0,3
53547,77,0,0,35,,8,4,2002,0,7979,490,323,0,2
85134,55,0,1,70,,2,2,2016,1,2533,3208,981,1,5
34485,13,1,1,83,,1,6,1993,1,347,5791,547,1,6
76717,3,1,0,30,,1,2,2017,1,814,9811,990,0,6
63650,21,0,1,10,,10,10,2007,0,6108,7675,721,1,0
42237,69,0,1,52,,3,4,1993,1,7236,6874,727,1,0
16718,43,0,1,86,,3,1,2010,1,1706,3750,694,1,8
19838,64,1,1,48,,3,10,2004,1,3931,5303,155,0,8
66045,31,0,0,83,,5,9,2019,0,5031,7986,366,0,7
73235,27,1,0,22,,2,9,1995,0,9660,1464,153,0,0
95971,29,0,1,61,,2,7,2012,1,2743,6447,674,0,2
26519,100,0,1,59,,10,7,1996,0,8414,8927,596,0,4
76074,20,1,0,72,,3,2,1995,1,9387,2557,670,0,4
11788,9,1,0,15,,1,2,2020,1,1914,6239,982,1,6
66281,98,0,1,46,,2,1,2000,1,9616,4601,682,1,10
27691,39,0,1,97,,5,4,2020,0,2828,4709,439,0,6
59016,54,0,0,45,,6,3,2011,1,6843,5761,127,0,2
6048,65,0,1,43,,2,3,2021,0,5072,8070,575,0,9
29570,78,0,1,45,,1,7,2011,0,7912,9276,240,0,9
67642,98,0,0,54,,5,8,2020,1,320,5182,777,1,5
4033,97,1,1,55,,5,1,1997,0,9450,7345,879,0,9
74546,3,0,1,1,,6,8,1990,0,1636,3471,530,0,8
55678,59,0,0,51,,4,10,2011,1,1078,4355,412,1,2
10784,42,1,0,43,,10,6,1990,1,8039,4258,976,1,1
42810,3,1,1,14,,4,4,1996,0,5683,8432,674,1,8
19020,13,0,0,69,,4,1,2004,1,3397,1240,181,0,8
4499,5,1,1,77,,1,6,2002,1,6586,203,412,0,0
79130,29,1,1,95,,2,5,1995,0,6368,2966,797,1,0
34689,100,1,0,85,,6,10,2000,1,5166,4262,821,1,7
99075,38,0,1,16,,10,5,2017,1,8181,6123,413,0,7
76446,10,0,1,8,,10,4,2004,0,3257,3214,403,1,6
50185,99,1,0,30,,1,1,2008,1,5699,8503,276,0,4
17085,79,0,0,12,,10,5,1993,1,7709,1820,960,1,8
31076,16,1,0,22,,3,5,2018,0,8821,4157,954,1,10
81924,29,0,1,62,,1,6,1990,0,2817,7210,755,0,10
89829,23,1,1,20,,9,10,2011,1,4322,6157,732,0,8
52458,31,0,1,82,,2,10,2013,0,7768,766,809,0,8
65639,74,0,1,72,,10,1,2021,0,2607,8510,579,1,6
41332,40,1,1,90,,10,10,1994,1,9941,5595,938,1,8
45381,65,1,0,3,,10,4,2006,0,4163,8355,711,1,7
1981,39,0,0,6,,2,7,2008,0,722,4156,484,0,1
48178,67,0,0,71,,10,2,2011,0,4452,3151,870,0,5
733,86,1,1,83,,4,5,2011,0,5749,3578,413,0,5
16071,9,0,0,66,,7,5,2003,1,9680,2539,581,1,8
21122,99,0,0,26,,7,2,2016,0,4815,3679,779,1,6
90072,63,0,0,7,,9,10,2007,0,6103,7407,375,0,4
3137,48,1,1,26,,6,5,2017,1,3238,5632,282,0,5
27286,48,0,0,3,,2,5,1996,0,4494,959,291,1,3
37611,47,0,1,100,,8,2,2006,0,2848,9536,376,1,6
84697,63,1,1,44,,6,8,2004,1,3454,4675,511,1,10
21833,43,0,0,26,,1,5,1997,1,3826,9886,692,1,0
74139,47,1,1,33,,10,2,1992,0,4096,9984,638,1,0
41050,6,0,1,87,,2,1,2015,1,4162,1768,756,0,6
16389,1,0,0,94,,2,5,1995,0,9963,9515,277,1,4
72265,69,1,1,59,,8,5,2005,0,8481,1145,918,1,6
55752,48,1,0,42,,5,7,2019,1,829,5952,830,1,4
42003,27,1,0,55,,3,2,2008,0,8852,3576,322,0,4
76453,46,0,1,13,,10,3,2000,1,8106,9057,241,1,4
95771,44,1,1,92,,7,10,1993,0,1091,5672,382,0,4
30042,84,0,0,65,,6,7,1999,0,1586,4054,142,0,2
80827,51,0,0,82,,1,9,1996,0,3040,2627,155,0,6
58109,86,0,1,43,,8,8,2007,1,1093,5361,375,1,2
20006,95,0,1,13,,4,5,2002,0,9833,7526,313,0,2
57530,72,0,1,2,,9,6,2001,0,3187,5589,399,0,5
90929,35,0,0,93,,5,2,2015,0,4684,6733,696,1,10
27488,91,0,1,36,,4,5,2008,1,304,5907,941,0,2
36904,99,1,1,68,,1,9,2020,0,4683,5461,527,0,4
11202,87,0,0,37,,10,5,2019,1,9665,4839,929,1,1
43882,3,0,0,97,,8,2,1996,1,3001,3084,933,0,0
62869,18,0,0,12,,4,1,2015,1,7713,8452,333,0,9
59437,75,1,1,60,,2,10,2014,1,1716,534,455,1,9
88935,8,1,0,93,,1,2,1990,1,8530,8210,913,1,0
83026,68,0,1,44,,2,9,2010,0,9272,2965,423,1,8
19900,67,1,0,54,,9,9,2020,1,5735,2325,446,0,4
41204,1,0,1,95,,3,7,2010,0,5801,4102,184,0,7
94261,94,0,0,31,,8,4,2008,1,9427,4484,164,1,0
81511,74,0,1,10,,4,9,2016,0,4587,457,537,1,6
59252,15,1,0,27,,10,10,1994,1,3994,3476,315,0,7
80067,23,0,0,73,,1,7,2021,0,5432,4385,260,0,9
56902,32,0,0,50,,3,6,2010,0,449,4540,521,1,5
10483,46,1,1,19,,4,10,2001,0,7733,9749,352,1,9
41987,18,0,0,44,,8,2,2017,1,9181,6469,454,0,2
88100,6,0,0,70,,7,6,2020,1,3085,2155,775,1,9
70968,60,1,0,16,,6,5,2005,1,9015,4686,129,0,4
67078,21,0,1,73,,6,8,1993,1,1839,6546,652,0,2
10637,24,1,0,23,,7,10,1997,1,9659,8439,677,0,6
71171,74,1,0,43,,6,7,2003,0,3187,2449,494,0,10
82952,31,1,0,7,,9,3,2015,1,9960,9188,606,0,0
92335,96,0,1,11,,1,2,1999,0,8282,4738,283,0,8
60035,46,1,0,77,,6,9,2008,1,9398,1135,314,0,8
95492,65,1,1,77,,9,2,1997,1,8248,5604,376,0,10
20587,32,1,0,71,,5,5,2004,1,8473,7031,638,0,8
13642,8,0,0,96,,3,10,2009,1,9863,3993,822,1,9
38700,98,1,1,33,,8,3,1992,1,1055,3987,936,0,3
87991,31,0,0,79,,2,2,2006,1,3085,2501,351,0,3
48428,27,0,0,9,,4,4,2010,0,5459,6096,506,1,1
81171,100,1,1,10,,3,10,2020,0,9872,4823,389,1,6
82899,89,0,0,23,,8,10,2009,0,7445,4622,948,1,3
47126,76,1,1,37,,10,4,1995,1,8674,1514,456,0,3
83064,84,1,0,95,,9,6,1997,0,4297,6612,669,1,4
63008,89,1,1,12,,7,10,1995,1,6145,4547,746,1,8
23776,31,0,1,4,,5,3,2002,1,9338,108,547,0,10
8597,24,1,1,27,,1,7,2018,0,2408,1292,781,1,7
65896,44,1,1,40,,7,2,1994,1,202,6398,792,0,2
47061,85,1,1,67,,10,7,2018,0,3054,2593,583,1,1
19341,95,1,1,21,,7,4,2017,0,7998,4370,101,0,4
9954,87,0,0,32,,9,2,2011,0,2265,5296,787,1,0
86810,91,1,1,13,,5,7,2010,1,5919,9384,660,0,7
28062,60,1,1,57,,3,1,1995,1,3522,1847,243,0,6
29967,34,1,1,22,,9,2,2009,1,6133,9598,624,1,10
72748,23,0,1,90,,2,5,2006,1,8340,3812,884,0,2
10132,57,1,1,87,,10,8,2016,1,9397,5224,642,0,2
36932,6,1,0,93,,3,4,1990,1,5408,5439,895,1,8
24309,23,0,1,28,,6,1,2013,0,2055,8197,173,0,9
19319,18,0,1,56,,3,8,2004,1,5348,251,220,0,7
9078,63,0,0,48,,10,10,1994,0,7745,8737,137,0,3
1407,44,0,1,19,,8,3,1995,0,3231,9485,757,0,0
38009,2,0,0,12,,7,4,2018,0,5546,7155,419,0,6
11688,13,1,0,72,,7,8,2013,0,8377,2742,460,0,2
74489,96,0,0,86,,1,2,2019,0,8704,1119,652,0,9
91596,30,1,1,45,,8,10,2013,1,9428,806,468,1,3
35520,33,0,1,50,,1,6,2011,1,9326,5021,748,1,9
3929,60,0,1,69,,7,5,1993,0,7470,3744,669,1,0
26424,32,0,0,7,,6,1,2020,1,2246,9861,876,0,6
14074,85,1,1,78,,10,9,2003,0,6987,475,143,1,3
62598,39,1,1,83,,2,3,2008,0,4585,7347,405,0,7
51419,91,1,0,12,,5,4,2014,0,2145,3160,845,1,8
71012,61,0,0,77,,8,3,2004,0,4665,5220,434,0,6
69866,93,1,0,94,,8,3,2004,0,7437,3271,270,1,2
75124,27,0,0,20,,3,4,2009,0,7236,5625,325,1,6
73117,64,1,0,58,,10,10,2004,0,8695,3966,683,1,0
6086,42,0,0,4,,1,3,1992,1,8861,4976,348,1,10
62114,85,0,1,78,,7,1,1994,1,8066,82,972,1,5
85301,88,0,0,50,,8,10,2016,1,5153,3018,449,0,4
24046,29,0,0,41,,3,8,2021,1,78,6697,681,1,2
49729,47,0,1,74,,4,10,1999,0,4841,2955,391,0,7
96177,51,0,0,73,,10,4,1997,1,4294,8149,816,1,3
5279,37,1,1,72,,7,6,2001,0,9278,7212,591,1,9
64633,20,0,1,56,,3,4,2002,1,5082,9698,691,0,8
26229,35,1,1,100,,4,6,2003,1,3372,255,274,1,7
92438,35,1,0,99,,7,5,2005,0,374,2440,160,1,9
52332,36,0,0,33,,8,7,1995,0,2097,1463,938,1,10
64088,52,0,1,67,,9,7,2011,1,8966,8195,867,0,3
90832,54,0,0,90,,8,5,2011,0,8429,8117,185,0,8
4169,27,0,0,30,,3,2,2000,0,2774,9439,254,1,5
18501,63,1,1,13,,10,4,2004,1,7911,7763,204,0,1
21413,34,1,1,72,,8,6,2000,1,1799,2781,607,0,4
84077,3,1,0,15,,4,5,1997,1,7329,2890,323,0,4
71928,42,1,0,94,,1,5,2005,0,8349,9002,477,1,4
44321,86,0,0,20,,1,1,2019,1,4890,1946,430,1,7
60249,80,1,1,48,,7,1,1994,0,8112,9032,175,0,1
70409,29,0,0,52,,9,8,2012,0,3809,9017,702,0,2
86393,19,0,1,14,,3,6,2010,1,5153,2888,745,1,6
96815,44,1,1,59,,5,3,1994,0,8231,9548,769,1,8
47136,5,0,1,39,,5,9,1993,1,2531,4393,645,0,6
30893,34,1,1,14,,10,7,1991,1,3587,3946,264,0,2
91537,18,1,0,61,,10,7,1993,0,8348,3850,544,1,0
93064,39,1,0,54,,7,1,1994,0,9751,2573,705,1,4
47790,74,0,1,29,,6,4,1997,0,9988,3317,592,0,9
90127,19,0,0,87,,10,4,1995,1,4170,2490,146,1,9
8751,36,0,0,2,,1,4,2009,1,7193,9095,617,1,9
90822,23,1,1,62,,5,4,1997,1,7713,7791,405,0,5
92194,45,1,1,18,,4,5,1999,0,9766,2669,263,0,2
97289,35,0,0,25,,10,6,2004,1,1575,7032,421,1,2
73583,55,1,0,33,,9,9,2020,0,6540,6218,628,0,6
25495,57,0,1,7,,4,5,2011,1,2128,5982,547,1,6
63283,52,0,1,85,,10,9,2000,0,8457,3944,656,1,5
69048,35,1,0,58,,7,8,2001,0,6900,1130,729,1,2
98468,26,0,0,20,,7,3,2001,1,5451,7769,453,0,9
54740,77,1,0,17,,7,8,1998,1,1497,5874,796,0,1
36378,15,1,1,24,,3,9,1990,0,3924,5708,613,1,0
29576,73,0,1,17,,10,8,2021,1,1047,6768,740,1,10
84697,11,1,0,47,,1,6,2015,1,6045,9909,116,0,4
94759,28,1,1,36,,5,6,2016,0,3386,8249,925,1,9
2346,97,1,1,68,,4,3,2010,0,5977,1702,970,1,7
45553,28,0,0,22,,1,8,2009,1,6510,5721,402,0,6
52141,63,1,1,97,,6,2,1992,1,428,6697,725,1,1
83600,8,0,0,65,,1,5,2021,1,3026,1456,627,1,6
5485,11,1,0,13,,9,1,1992,1,5960,5531,637,0,5
23220,99,1,1,79,,7,9,2013,1,3166,8253,695,0,4
5914,25,0,0,46,,1,4,2021,0,237,7760,487,1,6
23107,81,1,0,54,,5,7,1995,0,8101,2580,916,1,0
16329,29,0,1,58,,4,2,2001,1,6579,6772,183,1,2
82940,29,0,0,12,,4,6,1998,1,8542,4952,837,0,2
92230,84,1,1,95,,7,9,2018,0,6502,5899,438,0,0
24743,50,1,1,88,,5,1,1996,0,8360,6076,664,1,0
25699,47,0,1,26,,5,6,1994,1,6671,7049,458,0,2
42192,26,1,0,32,,8,4,2021,1,8858,6225,476,0,5
36593,3,0,1,61,,8,3,2004,0,7221,8873,506,1,9
52416,66,1,0,50,,10,5,1990,0,1221,3922,532,0,3
23228,50,0,1,97,,1,3,2020,1,4233,2347,292,0,9
4777,100,1,1,67,,9,10,1991,0,3906,4349,857,0,5
23962,87,1,1,68,,8,5,1995,1,225,5652,128,1,3
21018,51,0,1,75,,8,5,1998,1,792,5685,225,1,2
16824,26,0,0,84,,1,3,1990,1,8583,3962,481,0,10
6036,86,1,0,46,73311,4,2,2015,0,5060,1128,780,0,5
60937,34,1,0,18,34756,5,4,1992,0,3660,5411,349,1,4
84651,74,0,1,26,27443,10,10,2007,1,7940,6646,816,1,9
94474,84,0,0,98,73616,1,5,1991,0,5345,5816,263,1,5
51243,74,1,1,35,57298,5,2,2017,0,8486,7441,329,0,0
35586,81,0,1,80,15086,9,9,2019,1,185,6296,998,1,7
89519,5,0,1,13,87969,9,4,2014,0,6455,1869,253,0,6
75340,98,1,1,27,30600,3,5,2018,0,4266,6327,387,1,7
68762,88,0,1,81,81480,3,9,1991,0,6350,5172,577,1,4
